股票代码,股票简称,一级行业,二级行业,三级行业,所属概念
603260.SH,合盛硅业,有色金属,新材料,非金属新材料,新材料概念;沪股通;多晶硅;白炭黑;石墨电极;有机硅;长三角一体化;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
603612.SH,索通发展,有色金属,新材料,非金属新材料,新材料概念;标普道琼斯A股;富时罗素概念股
603688.SH,石英股份,有色金属,新材料,非金属新材料,光纤;光伏概念;融资融券;转融券标的
603826.SH,坤彩科技,有色金属,新材料,非金属新材料,锂电池
688116.SH,天奈科技,有色金属,新材料,非金属新材料,融资融券;转融券标的;新股与次新股;新材料概念;锂电池;石墨烯
688300.SH,联瑞新材,有色金属,新材料,非金属新材料,新股与次新股;融资融券;覆铜板概念;转融券标的
688357.SH,建龙微纳,有色金属,新材料,非金属新材料,融资融券;新股与次新股;转融券标的;新材料概念
688598.SH,金博股份,有色金属,新材料,非金属新材料,融资融券;转融券标的;新股与次新股;新材料概念;光伏概念
000795.SZ,英洛华,有色金属,新材料,磁性材料,新材料概念;新能源;苹果概念;新能源汽车;小金属概念;稀土永磁;军工;深股通;富时罗素概念股;富时罗素概念
000970.SZ,中科三环,有色金属,新材料,磁性材料,节能环保;再生金属;风电;低碳;新材料概念;融资融券;深股通;转融券标的;小金属概念;特斯拉;稀土永磁;标普道琼斯A股;富时罗素概念股;富时罗素概念
002056.SZ,横店东磁,有色金属,新材料,磁性材料,PM2.5;空气净化;新能源;军工;永磁高铁;新材料概念;磷酸铁锂;融资融券;深股通;正极材料;光伏概念;苹果概念;锂电池;转融券标的;固态电池;小金属概念;特斯拉;稀土永磁;无线充电;华为概念;期货概念;工业互联网;5G;标普道琼斯A股;共享单车;富时罗素概念股;富时罗素概念
002057.SZ,中钢天源,有色金属,新材料,磁性材料,元器件;安徽自贸区;铀矿;稀土永磁;央企控股;金属锰;小金属概念;锂电池;新能源汽车;创投;燃料电池;央企国资改革;债转股;军工
300127.SZ,银河磁体,有色金属,新材料,磁性材料,永磁高铁;成渝特区;特斯拉;超级高铁;稀土永磁
300224.SZ,正海磁材,有色金属,新材料,磁性材料,新材料概念;再生金属;永磁高铁;电机电控;新能源汽车;超级高铁;小金属概念;稀土永磁;深股通;磁悬浮;养老金持股;北汽新能源;富时罗素概念;富时罗素概念股
300748.SZ,金力永磁,有色金属,新材料,磁性材料,稀土永磁;新能源汽车;风电;深股通;富时罗素概念股;富时罗素概念
300811.SZ,铂科新材,有色金属,新材料,磁性材料,新股与次新股;非科创次新股;新材料概念;华为概念;新能源汽车
300835.SZ,龙磁科技,有色金属,新材料,磁性材料,稀土永磁;新材料概念;新股与次新股;非科创次新股;高送转预期
600366.SH,宁波韵升,有色金属,新材料,磁性材料,低碳;新材料概念;再生金属;融资融券;沪股通;转融券标的;特斯拉;小金属概念;苹果概念;稀土永磁;创投;无线耳机;标普道琼斯A股;富时罗素概念股;富时罗素概念
688077.SH,大地熊,有色金属,新材料,磁性材料,--
000423.SZ,东阿阿胶,医药生物,中药,中药Ⅲ,奢侈品;老字号;电子商务;医疗改革;超级品牌;融资融券;深股通;中医药;转融券标的;央视财经50;医保目录;保健品;宝能系;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;大消费
000538.SZ,云南白药,医药生物,中药,中药Ⅲ,参股券商;超级品牌;医疗改革;老龄化;融资融券;深股通;中医药;转融券标的;央视财经50;健康中国;老字号;医保目录;口罩;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;大消费
000590.SZ,启迪古汉,医药生物,中药,中药Ⅲ,中医药;健康中国;高校;医保目录;保健品;雄安新区;地方国资改革
000650.SZ,仁和药业,医药生物,中药,中药Ⅲ,鄱阳湖经济区;小额贷款;眼科医疗;融资融券;深股通;中医药;转融券标的;医保目录;互联网医疗;工业大麻;保健品;HPV疫苗;消毒剂;标普道琼斯A股;富时罗素概念股;富时罗素概念
000790.SZ,华神科技,医药生物,中药,中药Ⅲ,抗肝癌;兽药;生物医药;钢结构;融资融券;抗癌;单抗;转融券标的;仿制药;医保目录;流感;眼科医疗;超级真菌;基建工程;中医药;一带一路
000989.SZ,九芝堂,医药生物,中药,中药Ⅲ,老字号;参股保险;融资融券;深股通;转融券标的;中医药;医保目录;干细胞;标普道琼斯A股;富时罗素概念股;富时罗素概念
000999.SZ,华润三九,医药生物,中药,中药Ⅲ,健康中国;医疗改革;禽流感;抗癌;融资融券;深股通;中医药;转融券标的;医保目录;保健品;流感;央企国资改革;创新药;口罩;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
002082.SZ,万邦德,医药生物,中药,中药Ⅲ,建筑节能;化妆护肤品;医疗器械概念;装配式建筑;阿尔茨海默概念;中医药;口罩;精装修
002107.SZ,沃华医药,医药生物,中药,中药Ⅲ,板蓝根;医疗改革;独家医药品种;禽流感;生物医药;医保目录;中医药;送转填权
002118.SZ,紫鑫药业,医药生物,中药,中药Ⅲ,禽流感;基因芯片;板蓝根;村镇银行;振兴东北;融资融券;深股通;转融券标的;中医药;医保目录;人参;医疗改革;股权转让;区块链;基因测序;工业大麻;口罩;标普道琼斯A股;消毒剂;富时罗素概念股;富时罗素概念
002198.SZ,嘉应制药,医药生物,中药,中药Ⅲ,抗癌;中医药;融资融券;转融券标的
002275.SZ,桂林三金,医药生物,中药,中药Ⅲ,广西中医药;医疗改革;独家医药品种;抗癌;融资融券;转融券标的;中医药;口罩;流感;富时罗素概念股;机构重仓;健康中国
002287.SZ,奇正藏药,医药生物,中药,中药Ⅲ,藏药;生物医药;融资融券;转融券标的;中医药;冬虫夏草;深股通;富时罗素概念股;机构重仓
002317.SZ,众生药业,医药生物,中药,中药Ⅲ,生物医药;融资融券;深股通;转融券标的;中医药;参股新三板;抗肿瘤;医保目录;禽流感;流感;仿制药一致性评价;创新药;眼科医疗;标普道琼斯A股;富时罗素概念股;富时罗素概念
002349.SZ,精华制药,医药生物,中药,中药Ⅲ,生物医药;结核病;单抗;中医药;医保目录;透明工厂;地方国资改革;抗肿瘤;新三板精选层
002390.SZ,信邦制药,医药生物,中药,中药Ⅲ,中医药;独家医药品种;民营医院;生物医药;抗癌;股权转让;基因测序;深股通;独角兽概念;医保目录;互联网医疗;工业大麻;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
002412.SZ,汉森制药,医药生物,中药,中药Ⅲ,二胎概念;仿制药一致性评价;融资融券;转融券标的;中医药
002424.SZ,贵州百灵,医药生物,中药,中药Ⅲ,黔中经济区;高性能膜;鱼蛋白;腾讯概念;抗癌;融资融券;深股通;转融券标的;中医药;健康中国;乙肝治疗;互联网医疗;兜底增持;工业大麻;创新药;银屑病;标普道琼斯A股;富时罗素概念股;富时罗素概念
002566.SZ,益盛药业,医药生物,中药,中药Ⅲ,她经济;贸易战受益股;中医药;人参;保健品
002603.SZ,以岭药业,医药生物,中药,中药Ⅲ,老龄化;养老概念;抗癌;独家医药品种;智能穿戴;胰岛素;医药电商;炭疽;融资融券;埃博拉概念;深股通;转融券标的;手足口病;医保目录;禽流感;创新药;中医药;互联网医疗;流感;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002644.SZ,佛慈制药,医药生物,中药,中药Ⅲ,中医药;禽流感;板蓝根;健康中国;口罩;地方国资改革;半年报预增;消毒剂
002728.SZ,特一药业,医药生物,中药,中药Ⅲ,生物医药;中医药;商誉减值;仿制药一致性评价
002737.SZ,葵花药业,医药生物,中药,中药Ⅲ,儿童医药医疗;深股通;医保目录;维生素;中医药;保健品;流感;黑龙江自贸区;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
002750.SZ,龙津药业,医药生物,中药,中药Ⅲ,中医药;工业大麻;融资融券;转融券标的;仿制药
002817.SZ,黄山胶囊,医药生物,中药,中药Ⅲ,医疗器械概念;口罩;送转填权
002826.SZ,易明医药,医药生物,中药,中药Ⅲ,中医药;医保目录;仿制药;仿制药一致性评价
002864.SZ,盘龙药业,医药生物,中药,中药Ⅲ,中医药;医保目录;消毒剂
002873.SZ,新天药业,医药生物,中药,中药Ⅲ,中医药;医保目录;HPV疫苗;创新药
002907.SZ,华森制药,医药生物,中药,中药Ⅲ,深股通;仿制药;标普道琼斯A股;创新药;富时罗素概念股;富时罗素概念
300026.SZ,红日药业,医药生物,中药,中药Ⅲ,登革热;融资融券;深股通;转融券标的;中医药;医保目录;股权转让;互联网医疗;地方国资改革;流感;医疗器械概念;四川国资改革;MSCI概念;富时罗素概念股;富时罗素概念
300039.SZ,上海凯宝,医药生物,中药,中药Ⅲ,登革热;融资融券;转融券标的;中医药;生物医药;医疗器械概念;超级真菌;医保目录
300108.SZ,吉药控股,医药生物,中药,中药Ⅲ,炭黑;抗癌;生物医药;抗艾滋病;创新药;中医药;白炭黑;兜底增持
300147.SZ,香雪制药,医药生物,中药,中药Ⅲ,禽流感;板蓝根;参股保险;抗癌;融资融券;转融券标的;中医药;细胞免疫治疗;创新药;流感;横琴新区;半年报预增
300181.SZ,佐力药业,医药生物,中药,中药Ⅲ,医疗改革;焦虑症;中医药;生物医药;健康中国;独角兽概念;医保目录;细胞免疫治疗;基因测序;冬虫夏草;股权转让
300519.SZ,新光药业,医药生物,中药,中药Ⅲ,中医药;小额贷款;村镇银行;老龄化;医保目录;保健品;创业板重组松绑;流感
300534.SZ,陇神戎发,医药生物,中药,中药Ⅲ,独家医药品种;中医药;地方国资改革;创业板重组松绑;甘肃国资改革
600085.SH,同仁堂,医药生物,中药,中药Ⅲ,医疗改革;MSCI概念;央视财经50;老字号;超级品牌;融资融券;沪股通;转融券标的;中医药;医保目录;冬虫夏草;人参;大消费;流感;北京国资改革;地方国资改革;标普道琼斯A股;安邦系;富时罗素概念股;富时罗素概念;机构重仓
600129.SH,太极集团,医药生物,中药,中药Ⅲ,焦虑症;健康中国;两江新区;抗癌;中医药;成渝特区;高温概念;医保目录;流感;地方国资改革;重庆国资改革;融资融券;转融券标的
600211.SH,西藏药业,医药生物,中药,中药Ⅲ,小额贷款;抗癌;藏药;中医药;医保目录;冬虫夏草;人脑工程;生物医药;医疗器械概念;生物疫苗
600222.SH,太龙药业,医药生物,中药,中药Ⅲ,生物医药;禽流感;融资融券;转融券标的;医保目录;中医药;流感;地方国资改革
600252.SH,中恒集团,医药生物,中药,中药Ⅲ,参股券商;广西中医药;东盟北部湾;中医药;中以自贸区;融资融券;转融券标的;沪股通;地方国资改革;生物医药;外汇局持股;标普道琼斯A股;富时罗素概念股;富时罗素概念
600285.SH,羚锐制药,医药生物,中药,中药Ⅲ,医疗改革;中医药;独家医药品种;融资融券;沪股通;转融券标的;芬太尼;标普道琼斯A股
600329.SH,中新药业,医药生物,中药,中药Ⅲ,基因芯片;医疗改革;养老概念;老龄化;滨海新区;独家医药品种;融资融券;沪股通;转融券标的;中医药;老字号;国改双百行动;标普道琼斯A股;富时罗素概念股;富时罗素概念
600332.SH,白云山,医药生物,中药,中药Ⅲ,狂犬病;情人节;南沙新区;达菲;医疗改革;青蒿素;疟疾;三旧改造;禽流感;MSCI概念;阿里巴巴概念;融资融券;沪股通;医药电商;转融券标的;生物医药;老字号;医保目录;乙肝治疗;中医药;健康中国;国产伟哥;医疗器械概念;创新药;保健品;饮料;超级真菌;仿制药一致性评价;地方国资改革;广东国资改革;分拆上市意愿;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
600351.SH,亚宝药业,医药生物,中药,中药Ⅲ,体外诊断;阿糖胞苷;禁毒概念;胰岛素;手足口病;医疗改革;儿童医药医疗;中医药;创新药;医保目录;流感;仿制药一致性评价;融资融券;转融券标的
600422.SH,昆药集团,医药生物,中药,中药Ⅲ,抗癌;融资融券;沪股通;转融券标的;独角兽概念;中医药;疟疾;青蒿素;保健品;医保目录;工业大麻;标普道琼斯A股;富时罗素概念股;富时罗素概念
600436.SH,片仔癀,医药生物,中药,中药Ⅲ,登革热;抗癌;多肽药;海峡西岸;老字号;融资融券;沪股通;转融券标的;中医药;健康中国;冬虫夏草;地方国资改革;MSCI概念;保健品;标普道琼斯A股;富时罗素概念股;富时罗素概念
600479.SH,千金药业,医药生物,中药,中药Ⅲ,中医药;医疗改革;健康中国;医保目录;地方国资改革;湖南国资改革;仿制药一致性评价
600518.SH,ST康美,医药生物,中药,中药Ⅲ,融资租赁;医疗改革;参股基金;儿童医药医疗;贸易战受益股;医保目录;冬虫夏草;人参;养老概念;中医药;健康中国;医疗器械概念;互联网医疗;民营医院;流感;优先股概念;ST板块;证金持股;互联网
600535.SH,天士力,医药生物,中药,中药Ⅲ,单抗;央视财经50;炭疽;环渤海;老龄化;普洱茶;小额贷款;生物疫苗;滨海新区;独家医药品种;融资融券;独角兽概念;转融券标的;胰岛素;生物医药;乙肝治疗;抗肿瘤;中医药;医疗改革;创新药;仿制药一致性评价;医保目录;干细胞;证金持股;标普道琼斯A股;富时罗素概念股;分拆上市意愿
600557.SH,康缘药业,医药生物,中药,中药Ⅲ,炭疽;独家医药品种;医药电商;登革热;融资融券;沪股通;转融券标的;中医药;医疗改革;禽流感;医保目录;互联网;标普道琼斯A股;富时罗素概念股;富时罗素概念
600566.SH,济川药业,医药生物,中药,中药Ⅲ,村镇银行;生物医药;融资融券;儿童医药医疗;沪股通;转融券标的;中医药;医保目录;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
600572.SH,康恩贝,医药生物,中药,中药Ⅲ,抗癌;小额贷款;医药电商;金改;抗肝癌;养老概念;智能医疗;融资融券;沪股通;转融券标的;医保目录;中医药;医疗改革;创新药;互联网医疗;工业大麻;仿制药一致性评价;仿制药;股权转让;互联网;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;眼科医疗;地方国资改革;浙江国资改革
600594.SH,益佰制药,医药生物,中药,中药Ⅲ,老龄化;抗癌;黔中经济区;融资融券;转融券标的;医保目录;中医药;民营医院;证金持股;富时罗素概念股
